PLATFORM_NUMBER,EDMO_CODE
5900506,1537
5900507,1537
5900508,1537
5900509,1537
5900510,1537
5900511,1537
5900512,1537
5900513,1537
5900514,1537
5900515,1537
5900516,1537
5900517,1537
5900518,1537
5900519,1390
5900520,1390
5900521,1390
5900522,1390
5900523,1390
5900524,1390
5900525,1390
5900526,1390
5900527,1390
5900528,1390
5900529,1390
5900530,1390
5900531,1390
5900532,1390
5900534,1390
5900535,1390
5900536,1390
5900537,1390
5900538,1440
5900539,1440
5900540,1440
5900541,3839
5900542,3839
5900543,3839
5900544,3839
5900545,3839
5900546,3839
5900547,3839
5900548,3839
5900549,3839
5900550,3839
5900551,3839
5900552,3839
5900553,3839
5900554,3839
5900555,3839
5900556,3839
5900557,3839
5900558,3839
5900559,3839
5900560,3839
5900561,3839
5900562,3839
5900563,3839
5900564,3839
5900565,3839
5900566,3839
5900567,3839
5900568,3839
5900569,3839
5900570,3839
5900571,3839
5900572,3839
5900573,3839
5900574,3839
5900575,3839
5900576,3839
5900577,3839
5900578,3839
5900579,3839
5900580,3839
5900581,3839
5900582,3839
5900583,3839
5900584,3839
5900585,3839
5900586,3839
5900587,3839
5900588,3839
5900589,3839
5900590,3839
5900591,3839
5900592,3839
5900593,3839
5900594,3839
5900595,3839
5900596,3839
5900597,3839
5900598,3839
5900599,3839
5900600,3839
5900601,1390
5900602,1390
5900603,1390
5900604,1390
5900605,1390
5900606,1390
5900607,1390
5900608,1390
5900609,1390
5900610,1390
5900611,1390
5900612,1390
5900613,1390
5900614,1390
5900615,1390
5900616,1390
5900617,1390
5900618,1390
5900619,1390
5900620,1390
5900621,1390
5900622,1390
5900623,1390
5900624,1390
5900625,1390
5900626,1390
5900627,1390
5900628,1390
5900629,1390
5900630,1390
5900631,3191
5900632,3191
5900633,1440
5900634,1440
5900635,1440
5900636,1440
5900637,1440
5900638,1440
5900639,1440
5900640,1440
5900641,1440
5900642,1440
5900643,1440
5900644,1440
5900645,1440
5900646,1440
5900647,1537
5900648,1537
5900649,1537
5900650,1537
5900651,1537
5900652,1537
5900653,1537
5900654,1537
5900655,1537
5900656,1537
5900657,1537
5900658,1537
5900659,1537
5900660,1537
5900661,1537
5900662,1537
5900663,1537
5900664,1537
5900665,1440
5900666,1440
5900667,1440
5900668,1440
5900669,1440
5900670,1440
5900671,1440
5900672,1440
5900673,1440
5900674,1440
5900675,1390
5900676,1390
5900677,1390
5900678,1390
5900679,1390
5900680,1390
5900681,1390
5900682,1390
5900683,3839
5900684,3839
5900685,3839
5900686,3839
5900687,3839
5900688,3839
5900689,3839
5900690,4635
5900691,4635
5900692,4635
5900693,4635
5900694,4635
5900695,3839
5900696,3839
5900697,3839
5900698,3839
5900699,3839
5900700,3839
5900701,3839
5900702,3839
5900703,3839
5900704,3839
5900705,3839
5900706,3839
5900707,3839
5900708,1440
5900709,1440
5900710,1440
5900711,1440
5900712,1440
5900713,1440
5900714,1440
5900715,1440
5900716,1440
5900717,1440
5900718,1440
5900719,1440
5900720,1440
5900721,1440
5900722,1440
5900723,1440
5900724,1390
5900725,1390
5900726,1390
5900727,1390
5900728,1390
5900729,1390
5900730,1390
5900731,1390
5900732,1390
5900733,1390
5900734,1390
5900735,1390
5900736,1390
5900737,1390
5900738,1390
5900739,1390
5900740,1390
5900741,1390
5900742,1390
5900743,1390
5900744,1390
5900745,1390
5900746,1390
5900747,1390
5900748,1390
5900749,1390
5900750,1390
5900751,1390
5900752,1390
5900753,1390
5900754,1390
5900755,1390
5900756,1390
5900757,1390
5900758,1390
5900759,1390
5900760,1390
5900761,1390
5900762,1390
5900763,1390
5900764,1051
5900765,1051
5900766,1051
5900767,1051
5900768,1051
5900769,1051
5900770,1051
5900771,1390
5900772,1390
5900773,1390
5900774,1390
5900775,1390
5900776,1390
5900777,1390
5900778,1390
5900779,1390
5900780,1390
5900781,1390
5900782,1390
5900783,1390
5900784,1390
5900785,1537
5900786,1537
5900787,1537
5900788,1537
5900789,1537
5900790,1537
5900791,1537
5900792,1537
5900793,1537
5900794,1537
5900795,1537
5900796,1537
5900797,1537
5900798,1537
5900799,1537
5900800,1537
5900801,1537
5900802,1537
5900803,1537
5900804,1537
5900805,1537
5900806,1537
5900807,1537
5900808,1537
5900809,1537
5900810,1537
5900811,1537
5900812,1537
5900813,1537
5900814,1537
5900815,1537
5900816,1537
5900817,1537
5900818,1537
5900819,1537
5900820,1537
5900821,1537
5900822,1537
5900823,1537
5900824,1537
5900825,1537
5900826,1390
5900827,1390
5900828,1390
5900829,1390
5900830,1390
5900831,1390
5900832,1390
5900833,1390
5900834,1390
5900835,1390
5900836,1390
5900837,1440
5900838,1440
5900839,1440
5900840,1440
5900841,1484
5900842,1484
5900843,1484
5900844,1484
5900845,1484
5900846,1484
5900847,1484
5900848,1484
5900849,1484
5900850,1484
5900851,1484
5900852,1484
5900853,1484
5900854,1484
5900855,1484
5900856,1484
5900857,1484
5900858,1484
5900859,1484
5900860,1484
5900861,1484
5900862,1484
5900863,1484
5900864,1484
5900865,1484
5900866,1484
5900867,1484
5900868,1484
5900869,1484
5900870,1484
5900871,1484
5900872,1484
5900873,1484
5900874,1484
5900875,1484
5900876,1484
5900877,1484
5900878,1484
5900879,1484
5900880,1484
5900881,1440
5900882,1440
5900883,1440
5900884,1440
5900885,1440
5900886,1440
5900887,1440
5900888,1440
5900889,1440
5900890,1440
5900891,1440
5900892,1440
5900893,1440
5900894,3839
5900895,3839
5900896,3839
5900897,3839
5900898,3839
5900899,3839
5900900,3839
5900901,520
5900902,520
5900903,520
5900904,520
5900905,520
5900906,520
5900907,520
5900908,520
5900909,520
5900910,520
5900911,520
5900912,520
5900913,520
5900914,520
5900915,520
5900916,520
5900917,520
5900918,520
5900919,520
5900920,520
5900921,1537
5900922,1537
5900923,1537
5900924,3839
5900925,3839
5900926,3839
5900927,3839
5900928,3839
5900929,3839
5900930,3839
5900931,3839
5900932,3839
5900933,3839
5900934,3839
5900935,3839
5900936,3839
5900937,3839
5900938,3839
5900939,3839
5900940,3839
5900941,3839
5900942,3839
5900943,3839
5900944,3839
5900945,3839
5900946,3839
5900947,3839
5900948,3839
5900949,3839
5900950,3839
5900951,3839
5900952,3839
5900953,3839
5900954,3839
5900955,3839
5900956,3839
5900957,3839
5900958,3839
5900960,3839
5900961,3839
5900962,3839
5900963,3839
5900964,3839
5900965,3839
5900966,3839
5900967,1390
5900968,1390
5900969,1390
5900970,1390
5900971,1390
5900972,1390
5900973,1390
5900974,1390
5900975,1390
5900976,1390
5900977,1390
5900978,1390
5900979,1440
5900980,1440
5900981,1440
5900982,1440
5900983,1440
5900984,1440
5900985,1440
5900986,1440
5900987,1390
5900988,1390
5900989,1537
5900990,1537
5900991,1537
5900992,1537
5900993,1537
5900994,1537
5900995,1537
5900996,1537
5900997,1537
5900998,1537
5900999,1390
5901000,1390
5901001,1390
5901002,1390
5901003,1390
5901004,1390
5901005,1440
5901006,1440
5901007,1440
5901008,1440
5901009,1440
5901010,1440
5901011,1440
5901012,1440
5901013,1440
5901014,1440
5901015,1440
5901016,1440
5901017,1440
5901018,1440
5901019,1440
5901020,1440
5901021,1440
5901022,1440
5901023,1440
5901024,1440
5901025,1440
5901026,1440
5901027,1440
5901028,1051
5901029,1390
5901030,1390
5901031,1390
5901032,1390
5901033,1390
5901034,1390
5901035,1390
5901036,1440
5901037,1440
5901038,1440
5901039,1440
5901040,1440
5901041,1440
5901042,3839
5901043,3839
5901044,3839
5901045,3839
5901046,3839
5901047,3839
5901048,3839
5901049,3839
5901050,3839
5901051,3839
5901052,3839
5901053,3839
5901054,3839
5901055,3839
5901056,3839
5901057,3839
5901058,3839
5901059,3839
5901060,3839
5901061,3839
5901062,3839
5901063,3839
5901064,3839
5901065,3839
5901066,3839
5901067,3839
5901068,3839
5901069,3839
5901070,3839
5901071,3839
5901072,3839
5901073,3839
5901074,3839
5901075,3839
5901076,3839
5901077,3839
5901078,3839
5901079,3839
5901080,3839
5901081,3839
5901082,3839
5901083,3839
5901084,3839
5901085,3839
5901086,3839
5901087,3839
5901088,3839
5901089,3839
5901090,3839
5901091,3839
5901092,3839
5901093,3839
5901094,3839
5901095,3839
5901096,3839
5901097,3839
5901098,3839
5901099,3839
5901100,3839
5901101,3839
5901102,3844
5901103,3844
5901104,3844
5901105,3844
5901106,3844
5901107,1390
5901108,1390
5901109,1390
5901110,1390
5901111,1390
5901112,1390
5901113,1390
5901114,1390
5901115,1390
5901116,1390
5901117,1390
5901118,1390
5901119,1440
5901120,1440
5901121,1440
5901122,1440
5901123,1390
5901124,1390
5901125,1390
5901126,1390
5901127,1390
5901128,1390
5901129,3332
5901130,3332
5901131,3332
5901132,3332
5901133,3332
5901134,1484
5901135,1484
5901136,1484
5901137,1484
5901138,1484
5901139,1484
5901140,1484
5901141,1484
5901142,1484
5901143,1484
5901144,1484
5901145,1484
5901146,1484
5901147,1484
5901148,1484
5901149,1484
5901150,1484
5901151,1484
5901152,1484
5901153,1484
5901154,1484
5901155,1484
5901156,1484
5901157,1484
5901158,1484
5901159,1484
5901160,1484
5901161,1484
5901162,1484
5901163,1484
5901164,1484
5901165,1484
5901166,1484
5901167,1484
5901168,1484
5901169,1484
5901170,1484
5901171,1484
5901172,1484
5901173,1484
5901174,1484
5901175,1484
5901176,1484
5901177,1484
5901178,1484
5901179,1484
5901180,1484
5901181,1484
5901182,1484
5901183,1484
5901184,1484
5901185,1484
5901186,1484
5901187,1484
5901188,1484
5901189,1484
5901190,1484
5901191,1484
5901192,1484
5901193,1484
5901194,1537
5901195,1537
5901196,1537
5901197,1537
5901198,1537
5901199,1537
5901200,1537
5901201,1537
5901202,1537
5901203,1537
5901204,1537
5901205,1537
5901206,1537
5901207,1537
5901208,1537
5901209,1537
5901210,1537
5901211,1537
5901212,1537
5901213,1537
5901214,1537
5901215,1537
5901216,1537
5901217,1537
5901218,1537
5901219,1390
5901220,1390
5901221,1390
5901222,1390
5901223,1390
5901224,1390
5901225,1390
5901226,1390
5901227,1051
5901228,1440
5901229,1440
5901230,1440
5901231,1440
5901232,1440
5901233,1390
5901234,1390
5901235,1390
5901236,1390
5901237,1390
5901238,1390
5901239,1390
5901240,1390
5901241,1390
5901242,1390
5901243,1390
5901244,1390
5901245,1390
5901246,1390
5901247,1390
5901248,1390
5901249,1390
5901250,1390
5901251,1390
5901252,1390
5901253,1390
5901254,1390
5901255,1390
5901256,1390
5901257,1390
5901258,1390
5901259,1390
5901260,1390
5901261,1390
5901262,1390
5901263,1390
5901264,1390
5901265,1390
5901266,1390
5901267,1390
5901268,1390
5901269,1390
5901270,1390
5901271,1390
5901272,1440
5901273,1440
5901274,1440
5901275,1440
5901276,1440
5901277,1440
5901278,1390
5901279,1390
5901280,1390
5901281,1390
5901282,1390
5901283,1390
5901284,1390
5901285,1390
5901286,1390
5901287,1390
5901288,1390
5901289,1390
5901290,1390
5901291,1390
5901292,1390
5901293,1390
5901294,1390
5901295,1390
5901296,1440
5901297,1440
5901298,1440
5901299,1440
5901300,1440
5901301,1440
5901302,1440
5901303,1440
5901304,1440
5901305,3839
5901306,3839
5901307,3839
5901308,3839
5901309,3839
5901310,3839
5901311,3839
5901312,3839
5901313,3839
5901314,3839
5901315,3839
5901316,3839
5901317,3839
5901318,3839
5901319,3839
5901320,3839
5901321,3839
5901322,3839
5901323,3839
5901324,3839
5901325,3839
5901326,3839
5901327,3839
5901328,3839
5901329,3839
5901330,3839
5901331,3839
5901332,3839
5901333,3839
5901334,3839
5901335,3839
5901336,3839
5901337,3839
5901338,3839
5901339,3839
5901340,3839
5901342,3839
5901343,3839
5901344,3839
5901345,3839
5901346,3839
5901347,3839
5901348,3839
5901349,3839
5901350,3839
5901351,3839
5901352,3839
5901353,3839
5901354,3839
5901355,3839
5901356,3839
5901357,3839
5901358,3839
5901359,3839
5901360,3839
5901361,3839
5901362,3839
5901363,3839
5901364,3839
5901365,3839
5901366,3839
5901367,3839
5901368,3839
5901369,3839
5901370,3839
5901371,3839
5901372,3839
5901373,3839
5901374,3839
5901375,3839
5901376,3839
5901377,3839
5901378,3839
5901379,3839
5901380,3839
5901381,3839
5901382,3839
5901383,3839
5901384,3839
5901385,1440
5901386,1440
5901387,1440
5901388,1440
5901389,1440
5901390,1440
5901391,1440
5901392,1440
5901393,1440
5901394,1440
5901395,1440
5901396,1440
5901397,1440
5901398,1440
5901399,1390
5901400,1390
5901401,1390
5901402,1390
5901403,1390
5901404,1390
5901405,1390
5901406,1390
5901407,1390
5901408,1440
5901409,1440
5901410,1440
5901411,1440
5901412,1440
5901413,1440
5901414,1390
5901415,1390
5901416,1440
5901417,1440
5901418,1390
5901419,1440
5901420,1440
5901421,1440
5901422,3844
5901423,3844
5901424,3844
5901425,3844
5901426,3844
5901427,3844
5901428,3844
5901429,3844
5901430,1440
5901431,1440
5901432,1440
5901433,1440
5901434,1440
5901435,3839
5901436,3839
5901437,3839
5901438,3839
5901439,3839
5901440,3839
5901441,3839
5901442,3839
5901443,3839
5901444,3839
5901445,3839
5901446,3839
5901447,3839
5901448,3839
5901449,3839
5901450,3839
5901451,3839
5901452,3839
5901453,3839
5901454,3839
5901455,3839
5901456,3839
5901457,3839
5901458,3839
5901459,3839
5901460,3839
5901461,3839
5901462,1537
5901463,3839
5901464,3839
5901465,3839
5901466,3839
5901467,3839
5901468,3839
5901469,3839
5901470,3839
5901471,3839
5901472,3839
5901473,3839
5901474,3839
5901475,3839
5901476,3839
5901477,3839
5901478,3839
5901479,3839
5901480,3839
5901481,3839
5901482,3839
5901483,3839
5901484,3839
5901485,3839
5901486,3839
5901487,3839
5901488,3839
5901489,3839
5901490,3839
5901491,3839
5901492,3839
5901493,3839
5901494,3839
5901495,3839
5901496,3839
5901497,3839
5901498,3839
5901499,1537
5901500,1537
5901501,1537
5901502,1537
5901503,1537
5901504,1537
5901505,1537
5901506,1537
5901507,1537
5901508,1537
5901509,1537
5901510,1537
5901511,1537
5901512,1537
5901513,1537
5901514,1537
5901515,1537
5901516,1537
5901517,1537
5901518,1537
5901519,1537
5901520,1537
5901521,1537
5901522,1537
5901523,1537
5901524,1537
5901525,1537
5901526,1537
5901527,1537
5901528,1537
5901529,1537
5901530,1537
5901531,1537
5901532,1537
5901533,1537
5901534,1537
5901535,1537
5901536,1537
5901537,1537
5901538,1537
5901539,1537
5901540,1537
5901541,1537
5901542,1537
5901543,1537
5901544,1537
5901545,1537
5901546,1537
5901547,1537
5901548,1537
5901549,1537
5901550,1537
5901551,1537
5901552,1537
5901553,1537
5901554,1537
5901555,1537
5901556,1537
5901557,1537
5901558,1537
5901559,1537
5901560,1537
5901561,1537
5901562,1537
5901563,1537
5901564,1537
5901565,1537
5901566,1537
5901567,1537
5901568,1537
5901569,1537
5901570,1537
5901571,1537
5901572,1537
5901573,1537
5901574,1537
5901575,1537
5901576,1537
5901577,1537
5901578,1537
5901579,1537
5901580,1537
5901581,1537
5901582,1537
5901583,1537
5901584,1537
5901585,1537
5901586,1537
5901587,1537
5901588,1537
5901589,1537
5901590,1537
5901591,1537
5901592,1537
5901593,1537
5901594,1537
5901595,1537
5901596,1537
5901597,1537
5901598,1537
5901599,1537
5901600,1537
5901601,1537
5901602,1537
5901603,4640
5901604,4640
5901605,4640
5901606,4640
5901607,4640
5901608,4640
5901609,1484
5901610,1484
5901611,1484
5901612,1484
5901613,1484
5901614,1484
5901615,1484
5901616,1484
5901617,1484
5901618,1484
5901619,1484
5901620,1484
5901621,1484
5901622,1484
5901623,1484
5901624,1484
5901625,1484
5901626,1484
5901627,1484
5901628,1484
5901629,1484
5901630,1484
5901631,1484
5901632,1484
5901633,1484
5901634,1484
5901635,1484
5901636,1484
5901637,1484
5901638,1484
5901639,1484
5901640,1484
5901641,1484
5901642,1484
5901643,1484
5901644,1484
5901645,1484
5901646,1484
5901647,1484
5901648,1484
5901649,1484
5901650,1484
5901651,1484
5901652,1484
5901653,1484
5901654,1484
5901655,1484
5901656,1484
5901657,1484
5901658,1484
5901659,1484
5901660,1484
5901661,1484
5901662,1484
5901663,1484
5901664,1484
5901665,1484
5901666,1484
5901667,1484
5901668,1484
5901669,1484
5901670,1484
5901671,1484
5901672,1484
5901673,1484
5901674,1484
5901675,1484
5901676,1484
5901677,1484
5901678,1484
5901679,1484
5901680,1484
5901681,1484
5901682,1484
5901683,1484
5901684,1484
5901685,1484
5901686,1484
5901687,1484
5901688,1484
5901689,1484
5901690,1484
5901691,1484
5901692,1484
5901693,1484
5901694,1484
5901695,1484
5901696,1484
5901697,1484
5901698,1484
5901699,1484
5901700,1484
5901701,1484
5901702,1484
5901703,1484
5901704,1484
5901705,1484
5901706,1484
5901707,1484
5901708,1484
5901709,29
5901710,29
5901711,29
5901712,29
5901713,3839
5901714,3839
5901715,3839
5901716,3839
5901717,3839
5901718,3839
5901719,3839
5901720,3839
5901721,3839
5901722,3839
5901723,3839
5901724,3839
5901725,3839
5901726,3839
5901727,3839
5901728,3839
5901729,3839
5901730,3839
5901731,3839
5901732,3839
5901733,3839
5901734,3839
5901735,3839
5901736,3839
5901737,3839
5901738,3839
5901739,3839
5901740,3839
5901741,3839
5901742,3839
5901743,3839
5901744,3839
5901745,3839
5901746,3839
5901747,3839
5901748,3839
5901749,1440
5901750,1440
5901751,1440
5901752,1440
5901753,1390
5901754,1440
5901755,1440
5901756,1390
5901757,1390
5901758,1390
5901759,1390
5901760,1390
5901761,1390
5901762,1390
5901763,1390
5901764,1390
5901765,1390
5901766,1390
5901767,1390
5901768,1390
5901769,1390
5901770,1390
5901771,1390
5901772,1390
5901773,1390
5901774,1390
5901775,1390
5901776,1390
5901777,1390
5901778,1390
5901779,1390
5901780,1390
5901781,1390
5901782,1390
5901783,1390
5901784,1390
5901785,1390
5901786,1390
5901787,1390
5901788,1390
5901789,1390
5901790,1390
5901791,1390
5901792,1390
5901793,1390
5901794,1390
5901795,1390
5901796,1390
5901797,1390
5901798,1390
5901799,1390
5901800,1390
5901801,1390
5901802,1390
5901803,1390
5901804,1390
5901805,1440
5901806,1440
5901807,1440
5901808,1440
5901809,1440
5901810,1440
5901811,1440
5901812,1440
5901813,1440
5901814,1440
5901815,1440
5901816,1440
5901817,1440
5901818,1440
5901819,1440
5901820,1390
5901821,1390
5901822,1390
5901823,1390
5901824,1390
5901825,1390
5901826,1390
5901827,1390
5901828,1390
5901829,1390
5901830,1390
5901831,1390
5901832,1390
5901833,1390
5901834,1390
5901835,1390
5901836,1390
5901837,1390
5901838,1390
5901839,1390
5901840,1390
5901841,1390
5901842,1390
5901843,1390
5901844,1390
5901845,1390
5901846,1390
5901847,1390
5901848,1390
5901849,1390
5901850,1390
5901851,1390
5901852,1390
5901853,1390
5901854,1390
5901855,1390
5901857,1390
5901858,1440
5901859,1440
5901860,1440
5901861,1440
5901862,1440
5901863,1440
5901864,1440
5901865,1440
5901866,1440
5901867,1440
5901868,1390
5901869,1390
5901870,1390
5901871,1390
5901872,1390
5901873,1390
5901874,1390
5901875,1390
5901876,1390
5901877,1390
5901878,1390
5901879,1390
5901880,3839
5901881,3839
5901882,3839
5901883,3839
5901884,3839
5901885,3839
5901886,3839
5901887,3839
5901888,3839
5901889,3839
5901890,3839
5901891,3839
5901892,3839
5901893,3839
5901894,3839
5901895,3839
5901896,3839
5901897,3839
5901898,3839
5901899,3839
5901900,3839
5901901,3839
5901902,3839
5901903,3839
5901904,3839
5901905,3839
5901906,3839
5901907,3839
5901908,3839
5901909,3839
5901910,3839
5901911,3839
5901912,3839
5901913,1537
5901914,1537
5901915,1537
5901916,1537
5901917,1537
5901918,1537
5901919,1537
5901920,1537
5901921,1537
5901922,1537
5901923,1537
5901924,1537
5901925,1537
5901926,1537
5901927,1537
5901928,1537
5901929,1537
5901930,1537
5901931,1537
5901932,1537
5901933,1537
5901934,1537
5901935,1537
5901936,1537
5901937,1537
5901938,1537
5901940,1537
5901941,1537
5901942,1537
5901943,1537
5901944,1537
5901945,1537
5901946,1537
5901947,1537
5901948,1537
5901949,1537
5901950,1537
5901951,1537
5901952,1537
5901953,1537
5901954,1537
5901955,1537
5901956,1537
5901957,1537
5901958,1537
5901959,1537
5901960,1537
5901961,1537
5901962,1537
5901963,1537
5901964,1537
5901965,1537
5901966,1537
5901967,1537
5901968,1537
5901969,1537
5901970,1537
5901971,1537
5901972,1537
5901973,1537
5901974,1537
5901975,1537
5901976,1537
5901977,1537
5901978,1537
5901979,1537
5901980,1537
5901981,1537
5901982,1537
5901983,1537
5901984,1537
5901985,1537
5901986,1537
5901987,1537
5901988,1537
5901989,1537
5901990,1537
5901991,1537
5901992,1537
5901993,1537
5901994,1537
5901995,1537
5901996,1537
5901997,1537
5901998,1537
5901999,1537
5902000,1537
5902001,1537
5902002,1537
5902003,1537
5902065,1054
5902066,1054
5902067,1054
5902068,3839
5902069,3839
5902070,3839
5902071,3839
5902072,3839
5902073,3839
5902074,3839
5902075,3839
5902076,3839
5902077,3839
5902078,3839
5902079,3839
5902080,3839
5902081,3839
5902082,3839
5902083,3839
5902084,3839
5902085,3839
5902086,3839
5902087,3839
5902088,3839
5902089,3839
5902090,3839
5902091,3839
5902092,3839
5902093,3839
5902094,3839
5902095,3839
5902096,3839
5902097,3839
5902098,3839
5902099,3839
5902100,3839
5902101,3839
5902102,3839
5902103,3839
5902104,3839
5902105,3839
5902106,3839
5902107,3839
5902108,3839
5902109,3839
5902110,3839
5902111,3839
5902112,3839
5902113,3839
5902114,3839
5902115,3839
5902116,3839
5902117,3839
5902118,3839
5902119,3839
5902120,3839
5902121,3839
5902122,3839
5902123,3839
5902124,3839
5902125,3839
5902126,3839
5902127,3839
5902128,3839
5902129,3839
5902130,3839
5902131,3839
5902132,3839
5902133,3839
5902134,3839
5902135,1440
5902136,1440
5902137,1440
5902138,1440
5902139,1440
5902140,1440
5902141,1440
5902142,1440
5902143,1440
5902144,1440
5902145,1440
5902146,1440
5902147,1440
5902148,1440
5902149,1440
5902150,1440
5902151,1440
5902152,1440
5902153,1440
5902154,1440
5902155,3577
5902156,3577
5902157,3577
5902158,3577
5902159,3577
5902160,3577
5902161,3577
5902162,3577
5902163,3577
5902165,3577
5902166,3577
5902167,3577
5902169,3577
5902170,1390
5902171,1390
5902172,1390
5902173,1390
5902174,1390
5902175,1390
5902176,1390
5902177,1390
5902178,1390
5902179,1390
5902180,1390
5902181,1390
5902182,1390
5902183,1390
5902184,1390
5902185,1390
5902186,1390
5902187,1390
5902188,1390
5902189,1390
5902190,1390
5902191,1390
5902192,1390
5902193,1390
5902194,1390
5902195,1390
5902196,1390
5902197,1390
5902198,1390
5902199,1390
5902200,1390
5902201,1390
5902202,1390
5902203,1390
5902204,1390
5902205,1390
5902206,1390
5902207,1390
5902208,1390
5902209,1390
5902210,1390
5902211,1390
5902212,1440
5902213,1440
5902214,1440
5902215,1440
5902216,1440
5902217,1440
5902218,1440
5902219,1440
5902220,1440
5902221,1440
5902222,1390
5902223,1390
5902224,3844
5902225,3844
5902226,1390
5902227,1390
5902228,1390
5902229,1390
5902230,1440
5902231,1440
5902232,1440
5902233,1440
5902234,1440
5902235,1440
5902236,1440
5902237,1440
5902238,1440
5902239,1440
5902240,1440
5902241,1440
5902242,1440
5902243,1440
5902244,1440
5902245,1440
5902246,1440
5902247,1440
5902248,1440
5902249,1440
5902250,3839
5902251,3839
5902252,3839
5902253,3839
5902254,3839
5902255,3839
5902256,3839
5902257,3839
5902258,3839
5902259,3839
5902260,3839
5902261,3839
5902262,3839
5902263,3839
5902264,3839
5902265,3839
5902266,3839
5902267,3839
5902268,1054
5902269,1054
5902281,1054
5902282,1054
5902283,1054
5902284,1054
5902285,1054
5902286,1054
5902287,1054
5902288,1054
5902289,1054
5902290,1054
5902291,1054
5902292,440
5902293,440
5902294,440
5902295,440
5902296,1054
5902297,4536
5902298,4536
5902299,4536
5902300,4536
5902301,4536
5902302,4536
5902303,4536
5902304,4536
5902305,4536
5902306,4536
5902307,4536
5902308,4536
5902309,4536
5902310,520
5902311,520
5902312,520
5902313,520
5902314,440
5902315,440
5902318,3799
5902319,3799
5902320,3799
5902321,3799
5902322,3799
5902323,3799
5902328,1440
5902334,1390
5902335,1390
5902336,1390
5902337,1390
5902338,1390
5902339,1390
5902340,1390
5902341,1390
5902342,1390
5902343,1390
5902344,1390
5902345,1390
5902346,1390
5902347,1390
5902348,1390
5902349,1390
5902350,1390
5902351,1390
5902352,1390
5902353,1390
5902354,1390
5902355,1390
5902356,1390
5902357,1390
5902358,1390
5902359,1390
5902360,1390
5902361,1390
5902362,1390
5902363,1390
5902364,1390
5902365,1390
5902366,1390
5902367,1390
5902368,1390
5902369,1390
5902370,1390
5902371,1390
5902372,1390
5902373,1390
5902374,1390
5902375,1390
5902376,1390
5902377,1390
5902378,1390
5902379,1390
5902380,1390
5902381,1390
5902382,1390
5902383,3844
5902384,3844
5902385,1390
5902386,1390
5902387,1390
5902388,1390
5902389,1390
5902390,1390
5902391,1390
5902392,1390
5902393,1390
5902394,1390
5902395,1390
5902396,1390
5902397,1390
5902398,1390
5902399,1390
5902400,1390
5902401,1390
5902402,1390
5902403,1390
5902404,1390
5902405,1390
5902406,1390
5902407,1390
5902408,1390
5902409,1390
5902410,1390
5902411,1390
5902412,1390
5902413,1390
5902414,1390
5902415,1390
5902416,1390
5902417,1390
5902418,1390
5902419,1390
5902420,1390
5902421,1390
5902422,1390
5902423,1390
5902424,1390
5902425,1390
5902426,1390
5902427,1390
5902428,1390
5902429,1390
5902430,1390
5902431,1390
5902432,1390
5902433,1390
5902434,1390
5902435,1390
5902436,1390
5902437,1390
5902438,1390
5902439,1390
5902440,1390
5902441,1390
5902442,1390
5902443,1390
5902444,1390
5902445,1390
5902446,1390
5902447,1390
5902448,1390
5902449,1390
5902450,1390
5902451,1390
5902452,1390
5902453,1390
5902454,1390
5902455,1390
5902456,1390
5902457,1390
5902458,1390
5902459,1390
5902460,3827
5902461,3827
5902462,3827
5902465,1390
5902466,1390
5902467,1390
5902468,1390
5902469,1390
5902470,1390
5902471,1390
5902472,1390
5902473,1390
5902474,1390
5902475,1390
5902476,1390
5902477,1390
5902478,1390
5902479,1390
5902480,1390
5902481,1390
5902482,1390
5902483,1390
5902484,1390
5902485,1390
5902486,1390
5902487,1390
5902488,1390
5902489,1390
5902490,1390
5902491,1390
5902492,1390
5902493,1390
5902494,1390
5902495,1390
5902496,1390
5902497,1390
5902498,1390
5902499,1390
5902500,1390
5902501,1390
5902502,1390
5902503,1390
5902504,1390
5902505,1390
5902506,1390
5902507,1390
5902508,1390
5902509,1390
5902510,1390
5902511,1390
5902512,1390
5902513,1390
5902514,1390
5902515,1390
5902516,1390
5902517,1390
5902518,1390
5902519,1390
5902520,1390
5902521,1390
5902522,1390
5902523,1390
5902524,1390
5902525,1390
5902526,1390
5902527,1390
5902528,1390
5902529,1390
5902719,1054
5903100,3827
5903101,3827
5903102,3827
5903103,3827
5903104,3807
5903105,3807
5903106,3807
5903107,3807
5903108,3807
5903109,3827
5903118,1051
5903126,1051
5903129,1051
5903130,1051
5903131,1051
5903132,1051
5903133,1051
5903134,1051
5903135,1051
5903218,1484
5903219,1484
5903220,1484
5903221,1484
5903222,1484
5903223,1484
5903224,1484
5903225,1484
5903226,1484
5903227,1484
5903228,1484
5903229,1484
5903230,1484
5903231,1484
5903232,1484
5903233,1484
5903234,1484
5903235,1484
5903236,1484
5903237,1484
5903238,1484
5903239,1484
5903240,1484
5903241,1484
5903242,1484
5903243,1484
5903244,1484
5903245,1484
5903246,1484
5903247,1484
5903248,1484
5903249,1484
5903250,1484
5903251,1484
5903252,1484
5903253,1484
5903254,1484
5903255,1484
5903256,1484
5903257,1484
5903258,1484
5903259,1484
5903260,1484
5903261,1484
5903262,1484
5903263,1484
5903264,1484
5903265,1484
5903266,1484
