PLATFORM_NUMBER,EDMO_CODE
2902541,4640
2902542,4640
2902543,4640
2902544,4640
2902545,4640
2902546,4640
2902547,4640
2902548,4640
2902549,4640
2902550,4640
2902551,4640
2902552,4640
2902553,4640
2902554,4640
2902555,4640
2902556,4640
2902557,4640
2902558,4640
2902559,4640
2902560,4640
2902561,4640
2902562,4640
2902563,4640
2902564,4640
2902565,4640
2902566,4640
2902567,4640
2902568,4640
2902569,4640
2902570,4640
2902571,4640
2902572,4640
2902573,4640
2902574,4640
2902575,4640
2902576,4640
2902577,4640
2902578,4640
2902579,4640
2902580,4640
2902581,4640
2902582,4640
2902583,4640
2902584,4640
2902585,4640
2902586,4640
2902587,4640
2902588,4640
2902589,4640
2902590,4640
2902591,4640
2902592,4640
2902593,4640
2902594,4640
2902595,4640
2902596,4640
2902597,4640
2902598,4640
2902599,4640
2902600,4640
2902601,4640
2902602,4640
2902603,4640
2902604,4640
2902605,4640
2902606,4640
2902607,4640
2902608,4640
2902609,4640
2902610,4640
2902611,4640
2902612,4640
2902613,4640
2902614,4640
2902615,4640
2902616,4640
2902617,4640
2902618,4640
2902619,4640
2902620,4640
2902621,4640
2902622,4640
2902623,4640
2902624,4640
2902625,4640
2902626,4640
2902627,4640
2902628,4640
2902629,4640
2902630,4640
2902631,4640
2902632,4640
2902633,4640
2902634,4640
2902635,4640
2902636,4640
2902637,4640
2902638,4640
2902639,4640
2902640,4640
2902641,4640
2902642,4640
2902643,4640
2902644,4640
2902645,4640
2902646,4640
2902647,4640
2902648,4640
2902649,4640
2902650,4640
2902651,4640
2902652,4640
2902653,4640
2902654,4640
2902655,4640
2902656,4640
2902657,4640
2902658,4640
2902659,4640
2902660,4640
2902661,4640
2902662,4640
2902663,4640
2902664,4640
2902665,4640
2902666,4640
2902667,4640
2902668,4640
2902669,4640
2902670,4640
2902671,4640
2902672,4640
2902673,4640
2902674,4640
2902676,4640
2902677,4640
2902678,4640
2902679,4640
2902680,4640
2902681,4640
2902682,4640
2902683,4640
2902684,4640
2902685,4640
2902686,4640
2902687,4640
2902688,4640
2902689,4640
2902690,4640
2902691,4640
2902692,4640
2902693,4640
2902694,4640
2902695,4640
2902696,4640
2902697,4640
2902698,4640
2902699,4640
2902700,4640
2902701,4640
2902702,4640
2902703,4640
2902704,4640
2902705,4640
2902706,2383
2902707,4640
2902708,4640
2902709,2383
2902710,2383
2902711,2383
2902712,4640
2902713,2383
2902714,2383
2902715,4640
2902716,4640
2902717,2383
2902718,2383
2902719,2383
2902720,2383
2902721,2383
2902722,4640
2902723,2383
2902724,2383
2902725,2383
2902726,2383
2902727,2383
2902728,2383
2902729,2383
2902730,4640
2902731,4640
2902732,4640
2902733,4640
2902734,4640
2902735,4640
2902736,4640
2902737,4640
2902738,4640
2902739,2383
2902740,2383
2902741,4640
2902742,4640
2902743,4640
2902744,4640
2902745,4640
2902746,2383
2902747,2383
2902748,2383
2902749,2383
2902750,2383
2902751,2383
2902752,2383
2902753,2383
2902754,2383
2902755,2383
2902756,2383
2902757,2383
2902758,4640
2902759,2383
2902760,2383
2902761,2383
2902762,2383
2902763,2383
2902764,4640
2902765,4640
2902766,4640
2902767,4640
2902768,4640
2902769,4640
2902770,4640
2902771,4640
2902772,4640
2902773,4640
2902774,4640
2902775,4640
2902777,4640
2902778,4640
2902779,4640
2902780,4640
2902781,4640
2902782,4640
2902783,4640
2902784,4640
2902785,4640
2902786,4640
2902787,4640
2902788,4640
2902789,4640
2902790,4640
2902791,4640
2902792,4640
2902793,4640
2902794,4640
2902795,4640
2902796,4640
2902797,4640
2902798,2383
2902799,4640
2902800,4640
2902801,2383
2902802,2383
2902803,2383
2902804,2383
2902806,2383
2902807,2383
2902808,2383
2902809,2383
2902811,2383
2902812,2383
2902813,2383
2902815,2383
2902816,2383
2902817,2383
2902818,2383
2902819,2383
2902820,2383
2902821,2383
2902822,2383
2902823,2383
2902824,2383
2902825,4640
2902826,4640
2902827,4640
2902829,4640
2902830,4640
2902831,4640
2902832,4640
2902833,4640
2902834,4640
2902835,4640
2902836,4640
2902837,2383
2902838,4640
2902839,4640
2902840,4640
2902841,4640
2902842,4640
2902843,4640
2902844,4640
2902845,4640
2902847,4640
2902848,4640
2902849,4640
2902850,4640
2902851,4640
2902852,4640
2902853,4640
2902854,4640
2902855,4640
2902856,4640
2902857,2383
2902858,4640
2902859,4640
2902860,4640
2902861,4640
2902862,4640
2902863,4640
2902864,4640
2902865,4640
2902866,4640
2902867,4640
2902868,4640
2902869,4640
2902870,4640
2902871,4640
2902872,4640
2902873,4640
2902874,4640
2902875,4640
2902876,4640
2902877,4640
2902878,4640
2902879,4640
2902880,4640
2902881,4640
2902882,4640
2902883,3335
2902884,3335
2902885,4640
2902886,4640
2902887,3335
2902888,4640
2902889,4640
2902890,4640
2902891,4640
2902892,4640
2902893,5732
2902894,4640
2902895,4640
2902896,4640
2902897,4640
2902898,5732
2902899,4640
2902900,4640
2902901,5732
2902902,5732
2902903,5732
2902904,5732
2902905,5732
2902906,5732
2902907,5732
2902908,5732
2902909,5732
2902910,5732
2902911,3335
2902912,3335
2902913,4640
2902914,4640
2902915,5732
2902916,5732
2902917,5732
2902918,5732
2902919,5732
2902920,5732
2902921,5732
2902922,5732
2902923,5732
2902924,5732
2902925,5732
2902926,5732
2902927,5732
2902928,5732
2902929,5732
2902930,5732
2902931,5732
2902932,5732
2902933,4640
2902934,4640
2902935,5732
2902936,4640
2902940,1537
2902941,1537
2902942,1537
2902943,1537
2902944,1537
2902945,1537
2902946,1537
2902947,1537
2902948,1537
2902949,1537
2902950,1537
2902951,1537
2902952,1537
2902953,1537
2902954,1537
2902955,1537
2902956,1537
2902957,1537
2902958,1537
2902959,1537
2902960,1537
2902961,1537
2902962,1537
2902963,1537
2902964,1537
2902965,1537
2902966,1537
2902967,1537
2902968,1537
2902969,1537
2902970,1537
2902971,1537
2902972,1537
2902973,1537
2902974,1537
2902975,1537
2902976,1537
2902977,1537
2902978,1537
2902979,1537
2902980,1537
2902981,1537
2902982,1537
2902983,1537
2902984,1537
2902985,1537
2902986,1537
2902987,1537
2902988,1537
2902989,1537
2902990,1537
2902991,1778
2902992,1778
2902993,1778
2902994,1778
2902995,1778
2902996,1778
2902997,1778
2902998,1778
2902999,1778
2903000,1778
2903001,1778
2903002,1537
2903003,1537
2903004,1537
2903005,1537
2903006,1537
2903007,1537
2903008,1537
2903009,1537
2903010,1537
2903011,1537
2903012,1537
2903013,1537
2903014,1537
2903123,3577
2903124,3577
2903125,3577
2903126,3577
2903129,3577
2903130,3844
2903131,3844
2903132,3844
2903133,3844
2903134,3844
2903135,3844
2903136,3844
2903137,3844
2903138,3844
2903139,3844
2903140,3844
2903141,3844
2903142,3844
2903143,3844
2903144,3844
2903145,3844
2903146,3844
2903147,3844
2903148,3844
2903149,3844
2903165,1537
2903166,1537
2903167,1537
2903168,1537
2903169,1537
2903170,1537
2903171,1778
2903172,1537
2903173,1537
2903174,1537
2903175,1537
2903176,1537
2903177,1778
2903178,1778
2903179,1778
2903180,1778
2903181,1778
2903182,1778
2903183,1537
2903184,1778
2903185,1537
2903186,1537
2903187,1537
2903188,1778
2903189,1778
2903190,1778
2903191,1778
2903192,1778
2903193,1778
2903194,1778
2903195,1778
2903196,1778
2903197,1778
2903198,1778
2903199,1778
2903200,1778
2903201,1778
2903202,1778
2903203,1778
2903204,1537
2903205,1537
2903206,1537
2903207,1537
2903208,1537
2903209,1537
2903210,1537
2903211,1537
2903212,1537
2903213,1537
2903214,1778
2903215,1778
2903216,1778
2903217,1778
2903218,1778
2903219,1778
2903220,1778
2903221,1778
2903222,1778
2903223,1778
2903224,1778
2903325,1778
2903326,1778
2903327,1537
2903328,1537
2903329,1537
2903330,1537
2903331,1778
2903332,1778
2903333,1778
2903334,1778
2903335,1778
2903336,1778
2903337,1778
2903338,1778
2903339,1778
2903340,1778
2903341,1778
2903342,1778
2903343,1778
2903344,1778
2903345,1778
2903346,1537
2903347,1537
2903348,1537
2903349,1537
2903350,1537
2903351,1537
2903352,1537
2903353,1537
2903354,1537
2903355,1537
2903356,1537
2903357,1537
2903358,1537
2903359,1537
2903360,1537
2903361,1778
2903362,1778
2903363,1778
2903364,1778
2903365,1778
2903366,1778
2903367,1778
2903368,1778
2903369,1778
2903370,1778
2903371,1778
2903372,1778
2903373,1778
2903374,1778
2903375,1778
2903376,1778
2903377,1778
2903378,1778
2903379,1778
2903380,1778
2903381,1778
2903382,1778
2903383,1778
2903384,1778
2903385,1778
2903386,1778
2903387,1778
2903388,1778
2903389,1537
2903390,1537
2903391,1537
2903392,1537
2903393,1537
2903394,1537
2903395,1537
2903396,1537
2903397,1537
2903398,1537
2903399,1537
2903400,1537
2903401,1537
2903402,1537
2903403,1537
2903404,1537
2903405,1537
2903406,1537
2903407,1537
2903408,1537
2903418,1390
2903419,1390
2903420,1390
2903421,1390
2903422,1390
2903423,1390
2903424,1390
2903425,1390
2903426,1390
2903427,1390
2903428,1390
2903429,1390
2903430,3844
2903432,3844
2903433,3844
2903434,3844
2903435,3844
2903436,3844
2903437,3844
2903438,3844
2903439,3844
2903440,3844
2903441,3844
2903442,3844
2903443,3844
2903444,3844
2903445,3844
2903446,3844
2903447,3844
2903448,3844
2903449,3844
2903450,3839
2903451,3839
2903452,3839
2903453,3839
2903454,3839
2903455,3839
2903456,3839
2903457,3839
2903458,3839
2903459,3839
2903461,3839
2903462,3839
2903463,3839
2903464,3839
2903465,3839
2903466,3839
2903467,3839
2903468,3839
2903469,3839
2903470,3839
2903471,3839
2903472,3839
2903473,3839
2903474,3839
2903605,1537
2903606,1537
2903607,1537
2903608,1537
2903609,1537
2903610,1537
2903611,1537
2903612,1537
2903613,1537
2903614,1537
2903615,1537
2903616,1537
2903617,1537
2903618,1778
2903619,1778
2903620,1778
2903621,1778
2903622,1778
2903623,1778
2903624,1778
2903625,1778
2903626,1778
2903627,1778
2903628,1778
2903629,1778
2903630,1778
2903631,1778
2903632,1778
2903633,1778
2903634,1778
2903635,1778
2903636,1778
2903637,1778
2903638,1778
2903639,1778
2903640,1778
2903641,1778
2903642,1778
2903644,1778
2903645,1778
2903646,1778
2903647,1778
2903648,1537
2903649,1537
2903650,1537
2903651,1537
2903652,1537
2903653,1537
2903654,1537
2903655,1537
2903656,1537
2903657,1537
2903658,1537
2903659,1537
2903660,1537
2903661,1537
2903662,1537
2903663,1537
2903664,1537
2903665,1537
2903666,1537
2903667,1537
2903668,1537
2903669,1537
2903670,1537
2903671,1537
2903672,1537
2903673,1778
2903674,1778
2903675,1778
2903676,1778
2903677,1778
2903678,1778
2903679,1778
2903680,1778
2903681,1778
2903682,1778
2903683,1778
2903684,1778
2903685,1778
2903686,1778
2903687,1778
2903688,1778
2903689,1778
2903690,1778
2903691,1778
2903692,1778
2903693,1778
2903694,1778
2903695,1778
2903696,1778
2903697,1778
2903698,1778
2903699,1778
2903700,1537
2903701,1537
2903702,1778
2903703,1778
2903704,1778
2903705,1778
2903706,1778
2903707,1537
2903708,1778
2903709,1778
2903710,1778
2903711,1778
2903712,1778
2903713,1778
2903714,1778
2903715,3984
2903716,1778
2903717,1778
2903718,1778
2903719,1778
2903720,1778
2903721,1778
2903722,1778
2903723,1778
2903724,1778
2903725,1778
2903726,1778
2903727,1778
2903728,1778
2903729,1778
2903730,1537
2903731,1537
2903732,1537
2903733,1778
2903734,1778
2903735,1778
2903736,1778
2903737,1778
2903738,1778
2903739,1778
2903740,1778
2903741,1778
2903742,1778
2903743,1778
2903744,1778
2903745,1778
2903746,1778
2903747,1778
2903748,1778
2903749,1778
2903750,1778
2903751,1778
2903752,1778
2903753,1778
2903754,1778
2903755,1778
2903756,1778
2903757,1778
2903758,1051
2903759,1778
2903760,1537
2903761,1537
2903762,1440
2903763,1440
2903764,1537
2903765,1537
2903766,632
2903767,1054
2903768,1054
2903769,1054
2903770,1054
2903771,1351
2903772,1850
2903773,29
2903774,632
2903775,540
2903776,1850
2903777,1850
2903783,490
2903786,1054
2903787,490
2903791,29
2903792,1850
2903793,1850
2903794,1351
2903795,120
2903797,144
2903799,1054
2903800,1054
2903801,596
2903802,1507
2903822,353
2903823,353
2903826,1390
2903828,1390
2903829,1051
2903831,1051
2903832,1390
2903833,1390
2903834,1390
2903837,1051
2903838,1051
2903839,1051
2903840,1390
2903843,1390
2903844,1390
2903845,1390
2903847,1390
2903848,1390
2903849,1390
2903850,1390
2903851,3334
2903854,3839
2903855,3839
2903856,3839
2903857,3839
2903858,3839
2903859,3839
2903860,3839
2903861,3839
2903862,3839
2903863,3839
2903864,3839
2903865,3839
2903866,3839
2903867,3839
2903868,3839
2903869,3839
2903870,3839
2903871,3839
2903872,3839
2903873,1051
2903874,1850
2903875,1850
2903876,1850
2903877,1850
2903878,490
2903879,1054
2903880,1054
2903881,1054
2903882,1054
2903883,632
2903884,1390
2903885,1390
2903886,1390
2903887,1390
2903891,1444
2903892,1444
2903893,1444
2903894,1444
2903895,1444
2903897,29
2903898,120
2903899,1725
2903900,1054
2903901,1054
2903902,1850
2903903,1850
2903904,490
2903905,2234
2903906,3334
2903908,1725
2903909,1390
2903910,1390
2903911,1390
2903913,1390
2903914,1390
2903915,1390
2903918,1390
2903919,1390
2903920,1390
2903921,1390
2903922,1390
2903923,1390
2903924,1390
2903926,1390
2903928,120
2903929,1054
2903930,1054
2903931,1054
2903932,4635
2903933,1850
2903934,1850
2903935,3332
2903936,3844
2903937,3844
2903938,1440
2903939,3844
2903940,3844
2903941,3844
2903942,29
2903943,29
2903944,3844
2903945,3844
2903946,1440
2903947,353
2903948,353
2903949,396
2903950,3334
2903951,3334
2903952,3334
2903953,3334
2903954,3334
2903955,540
2903956,540
2903957,1368
2903958,1368
2903959,1368
2903960,1368
2903961,1368
2903962,1440
2903963,1440
2903964,3839
2903965,3839
2903966,3839
2903967,3839
2903968,3839
2903969,3839
2903970,3839
2903971,3839
2903973,3839
2903979,3844
2903980,1054
2903981,1440
2903982,1440
2903986,3844
2903987,3844
2903988,3334
2903989,3334
2903990,1054
2903991,1054
2903992,1054
2903993,120
2903994,1778
2903995,1778
2903996,6092
2903997,5716
2903998,5716
2903999,1850
2904000,1850
2904001,1850
2904002,1850
2904003,3844
2904004,1054
2904005,1440
2904006,1054
2904007,3844
2904008,3844
2904009,3844
2904010,1799
2904011,1799
2904012,3844
2904013,3844
2904014,3844
2904016,5732
2904018,1051
2904019,1051
2904020,1368
2904021,3844
2904023,120
2904024,120
2904025,2234
2904026,1725
2904028,120
2904032,195
2904040,120
2904041,120
2904054,3844
2904083,1051
2904084,120
2904085,120
3900056,3844
3900057,3844
3900058,3844
3900059,1390
3900060,1390
3900062,1390
3900063,1390
3900064,1390
3900065,1390
3900066,1390
3900067,1390
3900068,3839
3900069,29
3900070,29
3900071,29
3900072,1368
3900073,1368
3900074,1368
3900076,3332
3900077,3332
3900078,3332
3900079,3332
3900080,3332
3900081,3332
3900082,1979
3900083,1979
3900084,1979
3900085,1979
3900086,1979
3900087,1979
3900088,29
3900089,29
3900090,29
3900091,29
3900092,29
3900093,29
3900094,29
3900095,3839
3900096,3839
3900097,3839
3900098,3839
3900099,3839
3900100,3839
3900101,3839
3900102,3839
3900103,3839
3900104,3839
3900105,3839
3900106,1390
3900107,1390
3900108,1390
3900109,1390
3900110,29
3900111,29
3900112,29
3900113,29
3900114,29
3900115,29
3900116,29
3900117,29
3900118,1390
3900119,1390
3900120,1390
3900121,1390
3900122,1390
3900123,1537
3900124,1537
3900125,1537
3900126,1537
3900127,1537
3900129,2947
3900130,2947
3900131,2947
3900132,2947
3900133,2947
3900134,2947
3900135,2947
3900136,2947
3900137,2947
3900138,2947
3900139,2947
3900140,2947
3900141,2947
3900142,2947
3900143,2947
3900144,1390
3900145,3844
3900146,3844
3900147,3844
3900148,3844
3900149,3844
3900150,3844
3900151,3844
3900152,3844
3900153,3844
3900154,3839
3900155,3839
3900156,3839
3900157,3839
3900158,3839
3900159,3839
3900160,3839
3900161,3839
3900162,3839
3900163,3839
3900164,3839
3900165,3839
3900166,3839
3900167,3839
3900168,3839
3900169,3839
3900170,3839
3900171,3839
3900172,3839
3900173,3839
3900174,3844
3900175,3844
3900176,3844
3900177,3844
3900184,3844
3900185,3844
3900186,3844
3900187,3844
3900188,3844
3900189,3844
3900190,3844
3900191,3844
3900192,3844
3900193,3844
3900194,3844
3900195,3332
3900196,3332
3900197,3332
3900198,3332
3900199,3844
3900200,3844
3900201,1390
3900202,1390
3900203,1390
3900204,1390
3900205,1390
3900206,1390
3900207,1390
3900208,1390
3900209,1390
3900210,1390
3900211,1390
3900212,1390
3900213,1390
3900214,1390
3900215,1390
3900216,1390
3900217,1390
3900218,1390
3900219,1390
3900220,1390
3900221,1390
3900222,1390
3900223,1390
3900224,1390
3900225,1390
3900226,1390
3900228,1390
3900229,1390
3900230,1390
3900231,3844
3900232,1440
3900233,1440
3900234,1440
3900235,1440
3900236,1440
3900237,1440
3900238,3839
3900239,3839
3900240,3839
3900241,3839
3900242,3839
3900243,3839
3900244,3839
3900245,3839
3900246,3839
3900247,29
3900248,29
3900249,29
3900250,29
3900251,29
3900252,29
3900253,29
3900254,3839
3900255,3839
3900256,3839
3900257,3839
3900258,3839
3900259,3839
3900260,3839
3900261,3839
3900262,3839
3900263,3839
3900264,3839
3900265,3844
3900266,3844
3900267,3844
3900268,1390
3900269,1390
3900270,1390
3900271,1390
3900272,1390
3900273,1390
3900274,2947
3900275,2947
3900276,2947
3900277,2947
3900278,2947
3900279,2947
3900280,2947
3900281,2947
3900282,2947
3900283,2947
3900284,2947
3900285,2947
3900286,2947
3900287,2947
3900288,2947
3900289,1390
3900290,1390
3900291,1390
3900292,1390
3900293,1390
3900294,1390
3900295,1390
3900296,3844
3900297,3844
3900298,1390
3900299,1390
3900300,1390
3900301,1390
3900302,1390
3900303,1390
3900304,1390
3900305,1390
3900306,1390
3900307,1390
3900308,1390
3900309,29
3900310,29
3900321,4635
3900322,4635
3900323,4635
3900324,4635
3900325,4635
3900326,1390
3900327,1390
3900328,1390
3900329,1390
3900330,1390
3900331,3839
3900332,3839
3900333,3839
3900334,3839
3900335,3839
3900336,3839
3900337,3839
3900338,3839
3900339,3839
3900340,3839
3900341,3839
3900342,3839
3900343,3839
3900344,3839
3900345,3839
3900346,3839
3900347,3839
3900348,3839
3900349,3839
3900350,3839
3900351,3844
3900352,3844
3900353,3844
3900354,3844
3900355,3844
3900356,3844
3900357,3844
3900358,3844
3900359,3844
3900360,3844
3900361,3844
3900362,3844
3900363,3844
3900364,3844
3900365,3844
3900367,3844
3900368,3844
3900369,3844
3900370,3844
3900371,29
3900372,29
3900373,29
3900374,29
3900375,29
3900376,29
3900377,29
3900378,29
3900379,29
3900380,29
3900381,29
3900382,29
3900383,29
3900384,29
3900385,29
3900386,540
3900387,540
3900388,494
3900389,540
3900390,540
3900391,540
3900392,540
3900393,494
3900394,494
3900395,494
3900396,540
3900397,540
3900398,3844
3900399,3844
3900400,3844
3900401,3844
3900402,1440
3900403,1440
3900404,3844
3900405,3844
3900406,3844
3900407,1440
3900408,1440
3900409,1440
3900410,1440
3900411,1440
3900412,1440
3900413,1440
3900414,1440
3900415,3844
3900416,3844
3900417,3844
3900418,3844
3900419,3844
3900420,1390
3900421,1390
3900422,1390
3900423,1390
3900424,1390
3900425,1390
3900426,1390
3900427,1390
3900428,1390
3900429,1390
3900430,1390
3900431,1390
3900432,1390
3900435,3844
3900436,3844
3900437,3844
3900438,3844
3900439,3844
3900440,3844
3900441,3844
3900442,3844
3900443,3844
3900444,3844
3900445,3844
3900446,1390
3900447,1390
3900448,1390
3900449,1390
3900450,1390
3900451,1390
3900452,1440
3900453,1051
3900454,3844
3900455,3844
3900456,1390
3900457,1390
3900458,1390
3900459,1390
3900460,1390
3900461,1390
3900462,1390
3900463,1390
3900464,1390
3900465,1390
3900466,1390
3900467,1390
3900468,1390
3900469,1390
3900470,1390
3900471,1390
3900472,1390
3900473,1390
3900474,1390
3900475,1390
3900476,1390
3900477,1390
3900478,3844
3900479,1051
3900480,1051
3900481,1051
3900482,3844
3900484,3844
3900485,3844
3900486,3844
3900487,3844
3900488,3844
3900489,3844
3900490,3844
3900491,3844
3900492,3844
3900493,3844
3900494,3844
3900495,3844
3900496,3844
3900497,3839
3900498,3839
3900499,3839
3900500,3839
3900501,3839
3900502,3839
3900503,3839
3900504,3839
3900506,3839
3900507,3839
3900508,3839
3900509,3839
3900510,3839
3900511,3839
3900512,3839
3900513,3839
3900514,3839
3900515,1991
3900516,1991
3900518,552
3900519,552
3900520,552
3900521,1991
3900522,1991
3900523,1991
3900524,1991
3900526,552
3900528,552
3900529,552
3900530,552
3900531,552
3900532,552
3900533,552
3900534,552
3900535,29
3900536,29
3900537,29
3900538,29
3900539,3839
3900540,3839
3900541,1440
3900542,1440
3900543,1440
3900544,1440
3900545,1440
3900546,1440
3900547,1440
3900548,1440
3900549,1440
3900550,1440
3900551,1440
3900552,1440
3900553,1440
3900554,1440
3900555,1440
3900556,1440
3900557,1440
3900558,1440
3900559,29
3900560,29
3900561,1440
3900562,1440
3900563,1440
3900564,3844
3900565,3844
3900566,3844
3900567,3844
3900568,3844
3900569,3844
3900570,3844
3900571,1440
3900572,1440
3900573,1440
3900574,3844
3900575,3844
3900576,3844
3900577,3844
3900578,3844
3900579,3844
3900580,3844
3900581,3844
3900582,3844
3900583,3844
3900584,1440
3900585,1440
3900586,1440
3900587,1440
3900588,1440
3900589,1440
3900590,1440
3900591,1440
3900592,3844
3900593,3844
3900594,3844
3900595,3844
3900596,1390
3900597,1390
3900598,1390
3900599,3844
3900600,3844
3900601,1822
3900602,1822
3900603,1822
3900604,1822
3900605,1822
3900606,1822
3900607,3844
3900608,3844
3900609,3844
3900610,3844
3900611,3844
3900612,3844
3900613,1440
3900614,1440
3900615,1440
3900616,3844
3900617,3844
3900618,3844
3900619,1390
3900620,1390
3900621,1390
3900622,1390
3900623,1390
3900624,1390
3900625,1390
3900626,1390
3900627,1390
3900628,1390
3900629,1390
3900630,1390
3900631,1390
3900632,1390
3900633,1390
3900634,1390
3900635,1390
3900636,1390
3900637,1390
3900638,1390
3900639,1390
3900640,1390
3900641,1390
3900642,1390
3900643,1440
3900644,1440
3900645,3844
3900646,1440
3900647,3844
3900648,3844
3900649,1051
3900650,1051
3900651,1051
3900652,1051
3900653,1440
3900654,1440
3900655,1440
3900656,1440
3900657,3844
3900658,3844
3900659,1440
3900660,1440
3900661,1440
3900662,1440
3900663,1440
3900664,1440
3900665,1440
3900666,1440
3900667,1440
3900668,1440
3900669,1440
3900670,1440
3900671,1440
3900672,1440
3900673,1440
3900674,1440
3900675,3844
3900676,3844
3900677,3844
3900678,3844
3900679,3844
3900680,3844
3900681,3844
3900682,3844
3900683,3844
3900684,3844
3900687,3844
3900688,3844
3900689,3844
3900690,3844
3900691,3844
3900692,3844
3900693,3844
3900694,3844
3900695,1390
3900696,1390
3900697,1390
3900698,1390
3900699,1390
3900700,1390
3900701,1390
3900702,1390
3900703,1390
3900704,1390
3900705,3844
3900706,3844
3900707,3844
3900708,3844
3900709,3844
3900711,3844
3900713,3844
3900714,3844
3900715,3844
3900716,3844
3900717,3844
3900718,3844
3900719,1390
3900720,1390
3900721,1390
3900722,1390
3900723,3844
3900724,3844
3900725,3844
3900726,3844
3900727,3844
3900728,3844
3900729,3844
3900730,3844
3900731,3844
3900732,3844
3900733,3844
3900734,3844
3900735,3844
3900736,3844
3900737,1440
3900738,1440
3900739,1440
3900740,1440
3900741,1440
3900742,1440
3900743,3844
3900744,3844
3900745,3844
3900746,3844
3900747,3844
3900748,1051
3900749,1051
3900750,1051
3900751,1051
3900752,3844
3900753,3844
3900754,3844
3900755,3844
3900756,3844
3900757,3844
3900758,3844
3900759,3844
3900760,3844
3900761,3844
3900762,3844
3900763,3844
3900764,3844
3900765,3844
3900766,3844
3900767,3844
3900768,3844
3900769,3844
3900770,3844
3900771,3844
3900772,3844
3900773,1440
3900774,1440
3900775,1440
3900776,1440
3900777,1440
3900778,1440
3900779,1440
3900780,1440
3900781,1440
3900782,1440
3900783,1440
3900784,1440
3900785,1440
3900786,1440
3900787,552
3900788,552
3900790,552
3900791,552
3900792,552
3900793,552
3900794,552
3900797,1822
3900798,1822
3900799,1822
3900800,1822
3900801,1822
3900802,1822
3900803,1440
3900804,1440
3900805,1390
3900806,1390
3900807,1390
3900808,1390
3900809,1390
3900810,1390
3900811,1390
3900812,1390
3900813,1390
3900814,1390
3900815,1390
3900816,1390
3900817,1390
3900818,1390
3900819,1390
3900820,1390
3900821,1390
3900822,1390
3900823,1390
3900824,1390
3900825,1390
3900826,1390
3900827,1390
3900828,1390
3900829,1390
3900830,1390
3900831,1390
3900832,3844
3900833,3844
3900834,3844
3900835,3844
3900836,3844
3900837,3844
3900838,3844
3900839,3844
3900840,3844
3900841,3844
3900842,3844
3900843,1051
3900844,1051
3900845,1051
3900846,1537
3900847,1537
3900848,1537
3900849,1537
3900850,1537
3900851,1537
3900852,1537
3900853,1537
3900854,1537
3900855,1537
3900856,1537
3900857,1537
3900858,1537
3900990,1054
3900991,1054
3900992,1054
3900993,494
3900994,494
3900995,494
3900996,494
3900997,440
3900999,494
3901000,494
3901001,1054
3901002,3844
3901003,3844
3901004,1390
3901005,1390
3901006,1390
3901007,1390
3901008,1390
3901009,1390
3901010,1390
3901011,1390
3901012,1390
3901013,1390
3901014,1390
3901015,1390
3901016,1390
3901017,1390
3901018,1390
3901019,1390
3901020,1390
3901021,1390
3901022,1390
3901023,1390
3901024,1390
3901025,1390
3901026,1390
3901027,1390
3901028,1390
3901029,1390
3901030,1390
3901031,1390
3901032,1390
3901033,1390
3901034,1440
3901036,3844
3901037,3844
3901038,3844
3901039,3844
3901040,3844
3901041,3844
3901042,3844
3901043,3844
3901044,3844
3901045,3844
3901046,3844
3901047,3844
3901048,3844
3901049,3844
3901050,3844
3901051,3844
3901052,3844
3901053,3844
3901054,3844
3901055,3844
3901056,3844
3901057,3844
3901058,3844
3901059,3844
3901060,3844
3901061,3844
3901062,3844
3901063,3844
3901064,3844
3901065,1991
3901066,1991
3901067,1991
3901068,1991
3901075,2947
3901076,2947
3901077,2947
3901078,2947
3901079,2947
3901080,2947
3901081,2947
3901082,2947
3901083,2947
3901084,2947
3901085,1850
3901086,1850
3901087,1850
3901089,1850
3901090,1850
3901091,1850
3901092,1850
3901093,1850
3901094,1850
3901095,1850
3901096,1850
3901097,1850
3901098,1850
3901099,1850
3901100,1850
3901101,1850
3901102,1850
3901105,3844
3901106,3844
3901107,3844
3901108,3844
3901109,3844
3901110,3844
3901111,3844
3901112,3844
3901113,3844
3901114,3844
3901115,3844
3901116,1440
3901117,1440
3901118,1390
3901119,1390
3901120,1390
3901121,1390
3901122,1390
3901123,1390
3901124,1390
3901125,1390
3901126,1390
3901127,1390
3901128,1390
3901129,1390
3901130,1390
3901131,1390
3901132,1390
3901133,1390
3901134,1390
3901135,1390
3901136,1390
3901137,1390
3901138,1390
3901139,1390
3901140,1390
3901141,1390
3901142,1390
3901143,3577
3901144,3577
3901145,3577
3901146,3577
3901147,3577
3901148,1440
3901149,1440
3901150,1440
3901151,1440
3901152,1440
3901153,1440
3901154,1440
3901155,1440
3901156,1440
3901157,1440
3901158,1440
3901159,1390
3901160,1390
3901161,1390
3901162,1390
3901163,1390
3901164,1390
3901165,1440
3901166,1440
3901167,1440
3901168,1440
3901169,1440
3901170,1440
3901171,1440
3901172,1440
3901173,1440
3901174,1440
3901175,1440
3901176,1440
3901177,1440
3901178,1440
3901179,1440
3901180,1440
3901181,1440
3901182,1440
3901183,1440
3901184,1440
3901185,1440
3901186,1440
3901187,1440
3901188,1440
3901189,1440
3901190,1440
3901191,1440
3901192,1440
